卥 卜
梩 木
梨 木
梧 木
梦 木
梥 木
梤 木
梣 木
梢 木
梡 木
梠 木
梟 木
梞 木
條 木
梜 木
梛 木
梙 木
梚 木
梘 木
梗 木
梖 木
梕 木
梔 木
梓 木
梑 木
梐 木
梒 木
梏 木
梎 木
梌 木
梍 木
梋 木
梊 木
梉 木
梈 木
梇 木
梆 木
梅 木
梄 木
梃 木
梂 木
梁 木
梀 木
桿 木
桾 木
桽 木
桼 木
桻 木
桺 木
桹 木
桸 木
桷 木
桶 木
桵 木
桴 木
桳 木
桲 木
桱 木
桰 木
桯 木
桮 木
桭 木
桬 木
桫 木
桩 木
桪 木
桨 木
桧 木
桦 木
桥 木
桤 木
档 木
桢 木
桡 木
桠 木
桟 木
桞 木
桝 木
桜 木
桛 木
桚 木
桙 木
桘 木
桗 木
桖 木
桕 木
桔 木
桓 木
桒 木
桑 木
桐 木
桏 木
桎 木
桍 木
桌 木
桋 木
桊 木
桉 木
案 木
桇 木
框 木
桅 木
桄 木
桃 木
桂 木
桁 木
桀 木
栿 木
栾 木
栽 木
格 木
栻 木
栺 木
根 木
核 木
样 木
栶 木
栵 木
栴 木
栳 木
栲 木
栱 木
栰 木
栯 木
栮 木
栭 木
栬 木
栫 木
株 木
栩 木
栨 木
栧 木
栦 木
栥 木
栤 木
栣 木
栢 木
校 木
栠 木
栟 木
栞 木
栝 木
栜 木
栛 木
栚 木
栙 木
栘 木
栗 木
栖 木
栕 木
栔 木
栓 木
栒 木
树 木
栐 木
栏 木
栎 木
栍 木
栌 木
栋 木
栊 木
栉 木
栈 木
标 木
栆 木
栅 木
栄 木
栃 木
栂 木
栁 木
栀 木
柿 木
柾 木
柽 木
柼 木
査 木
柺 木
柹 木
柸 木
柷 木
柶 木
柵 木
柴 木
柳 木
柲 木
柱 木
柰 木
柯 木
柭 木
柮 木
柬 木
柫 木
柪 木
柩 木
柨 木
柧 木
柦 木
查 木
柤 木
柣 木
柢 木
柡 木
柠 木
柟 木
柞 木
柝 木
柜 木
柛 木
柚 木
柙 木
柘 木
柗 木
柖 木
柕 木
柔 木
染 木
柒 木
柑 木
某 木
柏 木
柎 木
柍 木
柌 木
柋 木
柊 木
柉 木
柈 木
柇 木
柆 木
柅 木
柃 木
柄 木
柂 木
柁 木
柀 木
枿 木
枾 木
枽 木
枼 木
枻 木
枺 木
枹 木
枸 木
枷 木
架 木
枵 木
枴 木
枳 木
枲 木
枱 木
枰 木
枯 木
枮 木
枭 木
枬 木
枫 木
枪 木
枩 木
枨 木
枧 木
枦 木
枥 木
枤 木
枣 木
枢 木
枡 木
枠 木
枟 木
枞 木
枝 木
果 木
枛 木
枚 木
枙 木
枘 木
林 木
枖 木
枕 木
枔 木
枓 木
枒 木
枑 木
析 木
枏 木
枎 木
枍 木
枌 木
枋 木
枊 木
枉 木
枈 木
枇 木
枆 木
枅 木
构 木
枃 木
枂 木
极 木
枀 木
板 木
松 木
杽 木
杼 木
杻 木
杺 木
杹 木
杸 木
杷 木
杶 木
杵 木
杴 木
杳 木
杲 木
東 木
杰 木
杯 木
杮 木
杭 木
杬 木
杫 木
杪 木
杩 木
杨 木
杧 木
杦 木
来 木
杤 木
杣 木
杢 木
条 木
杠 木
束 木
杞 木
杝 木
杜 木
杛 木
杚 木
杙 木
杘 木
杗 木
杖 木
杕 木
杔 木
杓 木
杒 木
村 木
材 木
杏 木
李 木
杍 木
杌 木
杋 木
杊 木
杉 木
杈 木
杇 木
杆 木
杅 木
杄 木
权 木
杂 木
杁 木
杀 木
朿 木
朾 木
朽 木
朼 木
朻 木
机 木
朹 木
朸 木
朷 木
朶 木
朵 木
朴 木
朳 木
朲 木
朱 木
朰 木
术 木
朮 木
札 木
本 木
末 木
朩 木
未 木
木 木
犩 牛
犨 牛
犟 牛
犛 牛
犚 牛
犘 牛
犖 牛
犇 牛
犎 牛
犂 牛
犁 牛
犀 牛
牽 牛
牶 牛
牵 牛
牮 牛
牢 宀
牛 牛
牟 牛
犧 牛
犦 牛
犥 牛
犤 牛
犣 牛
犢 牛
犡 牛
犠 牛
犞 牛
犝 牛
犜 牛
犙 牛
犗 牛
犕 牛
犔 牛
犓 牛
犒 牛
犑 牛
犐 牛
犏 牛
犍 牛
犌 牛
犋 牛
犊 牛
犈 牛
犉 牛
犅 牛
犆 牛
犄 牛
犃 牛
牿 牛
牾 牛
牼 牛
牻 牛
牺 牛
特 牛
牸 牛
牷 牛
牴 牛
牳 牛
牲 牛
牱 牛
牰 牛
牯 牛
牭 牛
牬 牛
牫 牛
牪 牛
物 牛
牨 牛
牧 牛
牦 牛
牥 牛
牤 牛
牣 牛
牠 牛
牡 牛
牞 牛
牝 牛
牜 牛
牅 爿
牄 爿
牃 爿
牂 爿
牁 爿
牀 爿
爿 爿
牗 片
牖 片
牔 片
牕 片
牓 片
牒 片
牑 片
牐 片
牏 片
牎 片
牍 片
牌 片
牋 片
牊 片
牉 片
版 片
片 片
斀 攴
敽 攴
敼 攴
敺 攴
敲 攴
敱 攴
敯 攴
敮 攴
敧 攴
敥 攴
敤 攴
敡 攴
敠 攴
敍 攴
敊 攴
敆 攴
敁 攴
斆 攴
斄 攴
斃 攴
斂 攴
斁 攴
敿 攴
敾 攴
敻 攴
敹 攴
數 攴
敷 攴
敶 攴
敵 攴
整 攴
敳 攴
数 攴
敭 攴
敫 攴
敪 攴
敬 攴
敩 攴
敨 攴
敦 攴
散 攴
敢 攴
敟 攴
敞 攴
敝 攴
敜 攴
敛 攴
敚 攴
敗 攴
敘 攴
教 攴
敖 攴
敕 攴
敓 攴
敒 攴
救 攴
敔 攴
敐 攴
敏 攴
敌 攴
敋 攴
效 攴
敉 攴
敎 攴
敇 攴
故 攴
敄 攴
敃 攴
敂 攴
敀 攴
政 攴
放 攴
攽 攴
攼 攴
攻 攴
攺 攴
改 攴
攸 攴
攷 攴
攴 攴
攵 攴
氲 气
收 攴
氱 气
氰 气
氯 气
氮 气
氭 气
氬 气
氫 气
氪 气
氩 气
氨 气
氧 气
氦 气
氥 气
氤 气
氣 气
氢 气
氡 气
氠 气
氟 气
氞 气
氝 气
氜 气
氛 气
氙 气
氚 气
氘 气
気 气
氖 气
氕 气
歠 欠
歟 欠
气 气
歝 欠
歞 欠
歜 欠
歛 欠
歚 欠
歘 欠
歙 欠
歖 欠
歗 欠
歕 欠
歔 欠
歓 欠
歒 欠
歑 欠
歐 欠
歏 欠
歎 欠
歍 欠
歋 欠
歊 欠
歉 欠
歌 欠
歈 欠
歇 欠
歆 欠
歅 欠
歄 欠
歃 欠
歂 欠
歁 欠
歀 欠
欿 欠
欽 金
款 欠
欼 欠
欻 欠
欺 欠
欹 欠
欸 欠
欷 欠
欵 欠
欶 欠
欴 欠
欳 欠
欲 欠
欱 欠
欰 欠
欯 欠
欮 欠
欭 欠
欬 欠
欪 欠
欫 欠
欨 欠
欩 欠
欦 欠
欤 欠
欥 欠
欣 欠
次 欠
欠 欠
欧 欠
欢 欠
獸 犬
獘 犬
獣 犬
獒 犬
獎 犬
獃 犬
猷 犬
献 犬
猒 犬
猌 犬
猋 犬
猆 犬
狊 犬
狀 犬
状 犬
犮 犬
犬 犬
曯 日
曭 日
曮 日
曬 日
簪 竹
曫 日
曪 日
曩 日
曨 日
曧 日
曦 日
曤 日
曣 日
曢 日
曡 日
曠 日
曟 日
曥 日
曞 日
曝 日
曜 日
曛 日
曚 日
曙 日
曘 日
曗 日
曖 日
曕 日
曔 日
曓 日
曒 日
曑 日
曐 日
曏 日
曎 日
曍 日
曌 日
曋 日
曊 日
曉 日
曈 日
曇 日
曆 日
曅 日
曄 日
曃 日
曂 日
曁 日
曀 日
暿 日
暾 日
暽 日
暼 日
暻 日
暺 日
暹 日
暸 日
暷 日
暶 日
暵 日
暳 日
暴 日
暲 日
暱 日
暰 日
暯 日
暮 日
暭 日
暬 日
暫 日
暪 日
暩 日
暨 日
暧 日
暦 日
暥 日
暤 日
暣 日
暡 日
暢 日
暠 日
暟 日
暞 日
暝 日
暛 日
暜 日
暚 日
暙 日
暘 日
暗 日
暖 日
暕 日
暔 日
暓 日
暒 日
暑 日
暐 日
暏 日
暎 日
暌 日
暍 日
暋 日
暊 日
暈 日
暉 日
暇 日
暆 日
暅 日
暄 日
暃 日
暁 日
暂 日
暀 日
晿 日
晽 日
晾 日
晼 日
晻 日
智 日
晹 日
晸 日
晷 日
晶 日
晵 日
晴 日
晳 日
晲 日
晱 日
晰 日
景 日
普 日
晭 日
晬 日
晫 日
晪 日
晩 日
晨 日
晧 日
晦 日
晥 日
晤 日
晣 日
晢 日
晡 日
晠 日
晟 日
晞 日
晝 日
晜 日
晛 日
晚 日
晙 日
晘 日
晗 日
晖 日
晕 日
晔 日
晓 日
晒 日
晑 日
晐 日
晏 日
晎 日
晍 日
晌 日
晋 日
晊 日
晉 日
晈 日
晇 日
晆 日
晅 日
晄 日
晃 日
時 日
晁 日
晀 日
昿 日
显 日
昽 日
昼 日
昻 日
昺 日
昹 日
昷 日
昶 日
昴 日
昵 日
昸 日
昳 日
昲 日
昱 日
昰 日
是 日
昮 日
昭 日
昬 日
昫 日
昪 日
昩 日
昨 日
昧 日
昦 日
昤 日
昣 日
昢 日
昡 日
映 日
星 日
昞 日
昝 日
昜 日
昛 日
昚 日
昙 日
昘 日
昗 日
昖 日
昕 日
昔 日
易 日
昒 日
昑 日
昐 日
昏 日
明 日
昍 日
昌 日
昋 日
昊 日
昉 日
昈 日
昇 日
昆 日
春 日
昅 日
昄 日
昁 日
昂 日
昃 日
昀 日
旿 日
旽 日
旼 日
旾 日
旻 日
旺 日
旹 日
旸 日
旷 日
旵 日
旴 日
旳 日
旲 日
旰 日
旱 日
旯 日
旮 日
旭 日
旬 日
旫 日
旪 日
时 日
早 日
旨 日
旧 日
日 日
旦 日
氒 氏
民 氏
氐 氏
禶 示
禵 示
禴 示
氏 氏
禳 示
禲 示
禰 示
禱 示
禯 示
禮 示
禬 示
禫 示
禭 示
禩 示
禪 示
禧 示
禨 示
禥 示
禤 示
禣 示
禢 示
禡 示
禠 示
禟 示
禞 示
禝 示
禛 示
禚 示
禙 示
禘 示
禗 示
禖 示
禔 示
禕 示
禓 示
禒 示
禑 示
禐 示
禎 示
福 示
禍 示
禌 示
禋 示
禊 示
禉 示
禈 示
禇 示
禆 示
禅 示
禄 示
禃 示
禂 示
祿 示
祾 示
祽 示
祼 示
祻 示
祺 示
祹 示
祸 示
祷 示
祵 示
祶 示
祳 示
祲 示
祱 示
祰 示
祯 示
祮 示
祬 示
祴 示
祫 示
祪 示
祩 示
祧 示
祦 示
祥 示
祤 示
祣 示
祢 示
祠 示
神 示
祝 示
祜 示
祛 示
祚 示
祙 示
祗 示
祖 示
祕 示
祔 示
祒 示
祑 示
祓 示
祏 示
祐 示
祎 示
祍 示
祌 示
祋 示
祊 示
祉 示
祈 示
祇 示
祆 示
祅 示
祄 示
祃 示
祂 示
祁 示
祀 示
礿 示
社 示
礽 示
礼 示
礻 示
旤 无
觑 見
爩 火
扊 戶
芈 艸
戵 戈
爺 父
飚 風
旟 方
斣 斗
辚 車
卼 卩
长 長
殲 歹
羔 羊
琵 玉
赣 貝
赢 貝
赡 貝
赠 貝
赟 貝
赞 貝
赝 貝
赜 貝
赛 貝
赚 貝
赙 貝
赘 貝
赗 貝
赖 貝
赕 貝
赔 貝
赓 貝
赒 貝
赑 貝
赐 貝
赏 貝
赎 貝
赍 貝
赌 貝
赋 貝
赊 貝
赉 貝
赈 貝
赇 貝
赆 貝
赅 貝
赃 貝
赂 貝
赁 貝
资 貝
赀 貝
贿 貝
贾 貝
贼 貝
贻 貝
贺 貝
贽 貝
费 貝
贸 貝
贷 貝
贶 貝
贵 貝
贴 貝
贳 貝
贲 貝
贱 貝
贰 貝
贯 貝
贮 貝
购 貝
贬 貝
贫 貝
贩 貝
质 贝
账 貝
货 貝
败 貝
贤 貝
责 貝
贪 貝
财 貝
贡 貝
贠 貝
贞 貝
贝 貝
箦 竹
负 貝
毚 比
毙 比
毘 比
毗 比
毖 比
毕 比
比 比
爢 火
爇 火
燾 火
燞 火
燕 火
熹 火
熱 火
熬 火
熙 火
熟 火
熏 火
熊 火
熈 火
煭 火
煮 火
照 火
煦 火
煞 火
煎 火
煕 火
然 火
焦 火
焣 火
焘 火
無 火
焏 火
焎 火
焉 火
焄 火
烹 火
热 火
烝 火
烋 火
烈 火
為 火
点 火
烏 火
炰 火
炁 火
灬 火
殱 歹
殰 歹
殯 歹
殮 歹
殭 歹
殬 歹
殫 歹
殪 歹
殩 歹
殨 歹
殧 歹
殦 歹
殥 歹
殤 歹
殣 歹
殡 歹
殢 歹
殠 歹
殟 歹
殞 歹
殝 歹
殜 歹
殛 歹
殚 歹
殙 歹
殗 歹
殘 歹
殖 歹
殕 歹
殔 歹
殓 歹
殒 歹
殑 歹
殐 歹
殏 歹
殍 歹
殌 歹
殎 歹
残 歹
殉 歹
殊 歹
殇 歹
殆 歹
殈 歹
殅 歹
殄 歹
殃 歹
殂 歹
殁 歹
殀 歹
歿 歹
歾 歹
歽 歹
死 歹
歹 歹
歼 歹
辙 車
辘 車
辗 車
辖 車
辔 車
辕 車
辒 車
输 車
辑 車
辏 車
辐 車
辍 車
辎 車
辌 車
辋 車
辊 車
辉 車
辈 車
辇 車
辆 車
辅 車
辄 車
辂 車
较 車
辁 車
辀 車
轿 車
轾 車
载 車
轼 車
轻 車
轺 車
轹 車
轸 車
轷 車
轵 車
轶 車
轴 車
轳 車
轰 車
软 車
轲 車
轱 車
轮 車
轭 車
轫 車
轪 車
轩 車
轨 車
轧 車
转 車
车 车
琿 玉
珲 玉
斢 斗
斡 斗
斠 斗
斞 斗
斝 斗
斜 斗
斛 斗
斟 斗
斚 斗
料 斗
斘 斗
卺 卩
卷 卩
卮 卩
旞 方
危 卩
旝 方
旜 方
旚 方
旛 方
旙 方
旘 方
旖 方
旕 方
旗 方
旔 方
旓 方
旒 方
旑 方
旐 方
族 方
旎 方
旍 方
旌 方
旋 方
旊 方
旉 方
旈 方
旇 方
旆 方
斗 斗
旄 方
旅 方
旃 方
旂 方
旁 方
旀 方
斿 方
斾 方
施 方
斺 方
斻 方
方 方
飙 風
飗 風
飖 風
飕 風
飔 風
飘 風
飓 風
飒 風
飑 風
飐 風
飏 風
爹 父
爸 父
爷 父
父 父
戴 戈
风 風
戳 戈
戲 戈
戰 戈
戯 戈
戱 戈
戮 戈
戭 戈
戬 戈
戫 戈
截 戈
戩 戈
戨 戈
戧 戈
戦 戈
戥 戈
戤 戈
戣 戈
戢 戈
戡 戈
戠 戈
戟 戈
戞 戈
戝 戈
戜 戈
戛 戈
戙 戈
战 戈
戚 戈
戗 戈
或 戈
戕 戈
戔 戈
戓 戈
我 戈
戒 戈
成 戈
戏 戈
戎 戈
戍 戈
戌 戈
戋 戈
戊 戈
戉 戈
扉 戶
戈 戈
扈 戶
扇 戶
扆 戶
扅 戶
扄 戶
扃 戶
扂 戶
扁 戶
所 戶
房 戶
戾 戶
戽 戶
戼 戶
戻 戶
戺 戶
戹 戶
戸 戶
戶 戶
爨 火
爧 火
户 戶
爦 火
爥 火
爤 火
爣 火
爠 火
爟 火
爞 火
爝 火
爡 火
爜 火
爛 火
爚 火
爙 火
爘 火
爗 火
爖 火
爕 火
爔 火
爓 火
爒 火
爑 火
爐 火
爏 火
爎 火
爍 火
爌 火
爋 火
爉 火
爊 火
爈 火
爆 火
爄 火
爃 火
爂 火
爁 火
爀 火
燿 火
爅 火
燽 火
燼 火
燻 火
燺 火
燹 火
燷 火
燸 火
燶 火
燵 火
燴 火
燳 火
燲 火
燱 火
燰 火
燯 火
燭 火
燮 火
燬 火
燫 火
燪 火
燩 火
燨 火
燧 火
燦 火
燥 火
燤 火
燣 火
燢 火
燡 火
燠 火
營 火
燝 火
燜 火
燛 火
燚 火
燙 火
燘 火
燗 火
燖 火
燔 火
燒 火
燑 火
燓 火
燐 火
燏 火
燎 火
燍 火
燌 火
燋 火
燊 火
燉 火
燈 火
燇 火
燆 火
燅 火
燄 火
燃 火
燂 火
燁 火
燀 火
熿 火
熾 火
熽 火
熻 火
熺 火
熼 火
熸 火
熷 火
熶 火
熵 火
熴 火
熳 火
熲 火
熰 火
熯 火
熮 火
熭 火
熫 火
熪 火
熩 火
熨 火
熧 火
熦 火
熥 火
熤 火
熣 火
熢 火
熡 火
熠 火
熞 火
熝 火
熜 火
熚 火
熛 火
熘 火
熗 火
熖 火
熕 火
熔 火
熒 火
熓 火
熑 火
熐 火
熎 火
熍 火
熌 火
熉 火
熋 火
熇 火
熆 火
熅 火
熄 火
熃 火
熁 火
熂 火
熀 火
煿 火
煾 火
煽 火
煼 火
煻 火
煺 火
煹 火
煸 火
煷 火
煶 火
煵 火
煴 火
煳 火
煲 火
煱 火
煰 火
煬 火
煯 火
煫 火
煪 火
煩 火
煨 火
煥 火
煤 火
煣 火
煢 火
煡 火
煠 火
煟 火
煝 火
煜 火
煛 火
煚 火
煙 火
煘 火
煗 火
煖 火
煔 火
煓 火
煒 火
煑 火
煐 火
煏 火
煍 火
煋 火
煌 火
煊 火
煉 火
煈 火
煇 火
煆 火
煄 火
煃 火
煅 火
煂 火
煁 火
焿 火
煀 火
焾 火
焽 火
焼 火
焻 火
焺 火
焹 火
焸 火
焷 火
焵 火
焴 火
焳 火
焲 火
焱 火
焰 火
焮 火
焯 火
焭 火
焬 火
焫 火
焪 火
焩 火
焧 火
焨 火
焥 火
焤 火
焢 火
焠 火
焟 火
焞 火
焝 火
焜 火
焛 火
焚 火
焙 火
焗 火
焖 火
焕 火
焔 火
焓 火
焒 火
焑 火
焐 火
焍 火
焌 火
焋 火
焊 火
焈 火
焇 火
焆 火
焅 火
焃 火
焂 火
焀 火
焁 火
烿 火
烾 火
烼 火
烻 火
烺 火
烸 火
烷 火
烶 火
烽 火
烵 火
烴 火
烳 火
烲 火
烱 火
烰 火
烯 火
烮 火
烬 火
烫 火
烩 火
烨 火
烦 火
烥 火
烤 火
烣 火
烢 火
烡 火
烠 火
烧 火
烪 火
烟 火
烜 火
烛 火
烚 火
烙 火
烞 火
烗 火
烘 火
烖 火
烕 火
烔 火
烓 火
烒 火
烑 火
烐 火
烎 火
烍 火
烌 火
烊 火
烉 火
烇 火
烆 火
烅 火
烄 火
烃 火
烂 火
烁 火
烀 火
炿 火
炽 火
炾 火
炼 火
炻 火
炸 火
炷 火
炶 火
炵 火
炴 火
炳 火
炲 火
炱 火
炯 火
炮 火
炭 火
炬 火
炪 火
炫 火
炩 火
炨 火
炧 火
炦 火
炥 火
炣 火
炢 火
炡 火
炤 火
炠 火
炟 火
炝 火
炜 火
炞 火
炛 火
炚 火
炙 火
炗 火
炘 火
炖 火
炕 火
炔 火
炓 火
炒 火
炑 火
炐 火
炏 火
炎 火
炍 火
炌 火
炋 火
炊 火
炉 火
炈 火
炇 火
炆 火
炅 火
炃 火
炂 火
炀 火
灿 火
灾 火
炄 火
災 火
灼 火
灻 火
灺 火
灹 火
灸 火
灷 火
灶 火
灴 火
灵 火
灳 火
灲 火
灰 火
灱 火
灯 火
灮 火
灭 火
旣 无
火 火
既 无
旡 无
觐 見
觏 見
觎 見
觍 見
觌 見
觋 見
觊 見
觉 見
览 見
觇 見
视 示
觅 見
规 見
观 見
觃 見
见 見
笕 竹
現 玉
现 玉
孿 子
夔 夊
尷 尢
弒 弋
幾 幺
慕 心
禽 禸
尶 尢
舞 舛
赱 走
圞 囗
巽 己
缵 糸
灪 水
灩 水
攮 手
馓 食
馔 食
馒 食
馑 食
馕 食
馐 食
馏 食
馍 食
馎 食
馋 食
馌 食
馊 食
馉 食
馇 食
馈 食
馆 食
馄 食
馅 食
馃 食
馂 食
馀 食
馁 食
饿 食
饼 食
饺 食
饾 食
饽 食
饹 食
饻 食
饸 食
饴 食
饳 食
饵 食
饲 食
饷 食
饶 食
饰 食
饯 食
饱 食
饭 食
饮 食
饪 食
饩 食
饨 食
饦 食
饥 食
饤 食
饧 食
饣 食
饬 食
攭 手
攬 手
攫 手
攪 手
饫 食
攩 手
攨 手
攧 手
攦 手
攥 手
攢 手
攤 手
攠 手
攡 手
攟 手
攞 手
攝 手
攜 手
攚 手
攛 手
攙 手
攘 手
攗 手
攖 手
攕 手
攔 手
攓 手
攒 手
攑 手
攐 手
攏 手
攎 手
攍 手
攌 手
攋 手
攊 手
攉 手
攈 手
攇 手
攆 手
攅 手
攄 手
攃 手
攂 手
攁 手
擿 手
擾 手
擽 手
擼 手
擻 手
擺 手
擹 手
擸 手
擷 手
擶 手
擵 手
擴 手
擳 手
擱 手
擲 手
擰 手
擯 手
擮 手
擬 手
擭 手
擩 手
擨 手
擤 手
擣 手
擦 手
擡 手
擢 手
擫 手
擠 手
擟 手
擞 手
擝 手
擜 手
擛 手
據 手
擙 手
擗 手
擖 手
擕 手
擓 手
擒 手
擑 手
擔 手
擏 手
擐 手
操 手
擋 手
擉 手
擌 手
擈 手
擇 手
擆 手
擄 手
擅 手
擃 手
擂 手
擁 手
擀 手
撿 手
撾 手
撽 手
撼 手
撻 手
撹 手
撺 手
撷 手
撸 手
撶 手
撴 手
撲 手
撱 手
撰 手
撯 手
撮 手
撳 手
播 手
撵 手
撬 手
撫 手
撪 手
撩 手
撨 手
撧 手
撦 手
撥 手
撤 手
撣 手
撢 手
撡 手
撠 手
撞 手
撟 手
撜 手
撛 手
撙 手
撚 手
撘 手
撗 手
撕 手
撖 手
撝 手
撔 手
撓 手
撒 手
撑 手
撐 手
撏 手
撎 手
撍 手
撌 手
撋 手
撊 手
撈 手
撇 手
撅 手
撄 手
撁 手
摿 手
摽 手
摼 手
摻 手
摺 手
摸 手
摷 手
摶 手
摵 手
摴 手
撂 手
摳 手
摲 手
摾 手
摱 手
摭 手
摬 手
摫 手
摪 手
摨 手
摧 手
摥 手
摤 手
摣 手
摢 手
摡 手
摟 手
摞 手
摠 手
摝 手
摜 手
摦 手
摛 手
摚 手
摙 手
摗 手
摕 手
摔 手
摓 手
摒 手
摑 手
摐 手
摖 手
摏 手
摎 手
摍 手
摌 手
摋 手
摊 手
摉 手
摈 手
摇 手
摘 手
摆 手
摅 手
摄 手
摃 手
摂 手
摁 手
摀 手
搽 手
搼 手
搹 手
搸 手
搷 手
搾 手
搶 手
搵 手
搳 手
搲 手
搱 手
搯 手
搮 手
搭 手
搬 手
搪 手
携 手
搩 手
搰 手
搨 手
搧 手
搦 手
搥 手
搤 手
搣 手
搢 手
搡 手
搠 手
搟 手
搜 手
搞 手
搛 手
搙 手
搚 手
搗 手
搝 手
搖 手
搘 手
搕 手
搔 手
搓 手
搒 手
搑 手
搐 手
搏 手
搎 手
損 手
搌 手
搋 手
搉 手
搈 手
搇 手
搊 手
搅 手
搄 手
搂 手
搁 手
搀 手
搃 手
揿 手
搆 手
揾 手
揽 手
揼 手
揻 手
揺 手
揹 手
揸 手
揷 手
揶 手
援 手
揳 手
揵 手
揰 手
揲 手
揯 手
揮 手
揭 手
揬 手
揪 手
揩 手
揨 手
揦 手
揥 手
揤 手
揣 手
揢 手
握 手
揠 手
揟 手
揞 手
揝 手
揜 手
換 手
揚 手
揙 手
揘 手
揗 手
揖 手
揕 手
揓 手
揑 手
提 手
描 手
插 手
揔 手
揎 手
揍 手
揌 手
揊 手
揉 手
揋 手
揈 手
揇 手
揆 手
揂 手
揄 手
揁 手
揀 手
掿 手
揃 手
掾 手
掽 手
掼 手
掻 手
掺 手
夁 士
夀 士
壿 士
壾 士
壽 士
壼 士
壻 士
壺 士
壹 士
壸 士
壶 士
壷 士
壵 士
壴 士
壳 士
売 士
壱 士
声 士
壯 士
壮 士
壭 士
壬 士
士 士
掹 手
掸 手
掷 手
掶 手
掵 手
掴 手
掳 手
掲 手
掯 手
掮 手
掭 手
掬 手
掫 手
掩 手
措 手
推 手
控 手
掦 手
接 手
掤 手
探 手
採 手
掠 手
掟 手
掞 手
掝 手
掜 手
掛 手
掚 手
掙 手
掘 手
掗 手
掖 手
掕 手
掓 手
排 手
掑 手
掐 手
掏 手
掎 手
掍 手
掋 手
掊 手
掉 手
授 手
掇 手
掆 手
掅 手
掄 手
掃 手
掂 手
掁 手
掀 手
捿 手
捾 手
捽 手
捼 手
捻 手
捺 手
捹 手
捸 手
捷 手
捶 手
捵 手
捴 手
捳 手
捲 手
捱 手
捰 手
捯 手
捭 手
据 手
捬 手
捫 手
捪 手
捩 手
捨 手
捦 手
捥 手
捤 手
捣 手
捧 手
换 手
捠 手
捡 手
捞 手
损 手
捝 手
捜 手
捛 手
捙 手
捚 手
捗 手
捖 手
捕 手
捔 手
捓 手
捘 手
捒 手
捑 手
捐 手
捍 手
捌 手
捋 手
捊 手
捉 手
捎 手
捈 手
捇 手
捏 手
捆 手
捅 手
捄 手
捃 手
捂 手
捁 手
捀 手
挿 手
挾 手
挽 手
挼 手
挻 手
挺 手
挹 手
挸 手
挷 手
挶 手
挵 手
挴 手
挱 手
挰 手
振 手
挳 手
挮 手
挭 手
挬 手
挩 手
挨 手
挪 手
挧 手
挦 手
挤 手
挣 手
挢 手
挡 手
挠 手
挫 手
挟 手
挥 手
挞 手
挜 手
挘 手
挝 手
挗 手
挖 手
挕 手
挔 手
挓 手
挒 手
挑 手
挏 手
挎 手
挍 手
挌 手
挊 手
按 手
挋 手
指 手
挆 手
挅 手
挄 手
挃 手
挂 手
持 手
挀 手
拾 手
拽 手
拼 手
拺 手
拻 手
拹 手
拸 手
拷 手
拶 手
拴 手
拵 手
拱 手
拯 手
拰 手
拮 手
括 手
拪 手
择 手
拭 手
拫 手
拨 手
拧 手
拦 手
拤 手
拣 手
拥 手
拢 手
拡 手
拠 手
拟 手
拞 手
拝 手
招 手
拚 手
拙 手
拘 手
拗 手
拖 手
拕 手
拔 手
拓 手
拒 手
拐 手
拑 手
拎 手
拍 手
拌 手
拊 手
拋 手
拈 手
拉 手
拇 手
担 手
拆 手
拄 手
拃 手
拂 手
拁 手
拀 手
抿 手
抾 手
抽 手
押 手
抻 手
抺 手
抹 手
抸 手
抷 手
抶 手
抵 手
抴 手
抳 手
抲 手
抰 手
抱 手
抯 手
抮 手
抭 手
披 手
抪 手
抬 手
抩 手
抨 手
抧 手
抦 手
报 手
护 手
抣 手
抢 手
抡 手
抠 手
抟 手
択 手
抝 手
抜 手
抛 手
抚 手
折 手
抙 手
抗 手
抖 手
投 手
抔 手
抓 手
抒 手
抑 手
抐 手
抏 手
抎 手
抍 手
抋 手
抌 手
把 手
抉 手
抈 手
抇 手
抆 手
抅 手
抄 手
抃 手
抂 手
抁 手
技 手
找 手
扽 手
扻 手
扺 手
扸 手
扷 手
批 手
扶 手
扵 手
扴 手
扳 手
扲 手
扰 手
扱 手
扯 手
扮 手
扭 手
扫 手
扼 手
扬 手
扩 手
扨 手
扪 手
扦 手
扥 手
执 手
扤 手
扣 手
扡 手
扠 手
扟 手
扢 手
扞 手
扝 手
扜 手
扛 手
扙 手
扚 手
托 手
扖 手
払 手
扗 手
扔 手
打 手
扒 手
扑 手
扐 手
扏 手
扎 手
才 手
扌 手
灨 水
灧 水
灦 水
灤 水
灣 水
灢 水
灡 水
灠 水
灟 水
灞 水
灝 水
灜 水
灛 水
灚 水
灙 水
灘 水
灖 水
灗 水
灕 水
灔 水
灒 水
灑 水
灐 水
灏 水
灎 水
灌 水
灍 水
灋 水
灊 水
灉 水
灈 水
灇 水
灆 水
灄 水
灅 水
灃 水
灂 水
灁 水
灀 水
瀿 水
瀾 水
瀽 水
瀼 水
瀻 水
瀺 水
瀹 水
瀸 水
瀷 水
瀶 水
瀵 水
瀴 水
瀳 水
瀲 水
瀱 水
瀰 水
瀯 水
瀮 水
瀭 水
瀬 水
瀫 水
瀩 水
瀨 水
瀧 水
瀦 水
瀥 水
瀤 水
瀣 水
瀢 水
